"","Studentnummer","Premaster","Vak","Cijfer"
"60","4254902","Premaster","Sustainable Innovation",6.06966711900457
"61","4107517","Premaster","Sustainable Innovation",5.98338503672509
"62","4038972","Premaster","Sustainable Innovation",6.7883117133218
"63","4448273","Premaster","Sustainable Innovation",8.65286642697269
"64","4308695","Premaster","Sustainable Innovation",7.72529660390073
"65","4300295","Premaster","Sustainable Innovation",6.76776380900535
"66","4450120","Premaster","Sustainable Innovation",7.58450804359243
"67","4486668","Premaster","Sustainable Innovation",9.41545433057664
"68","4182857","Premaster","Sustainable Innovation",7.02069770385126
"69","4202078","Premaster","Sustainable Innovation",7.33734612159077
"70","4176922","Premaster","Sustainable Innovation",7.15893615904705
"71","4266502","Premaster","Sustainable Innovation",7.92563759290886
"72","4212994","Premaster","Sustainable Innovation",7.83955914045145
"73","4493473","Premaster","Sustainable Innovation",5.90607539981072
"74","4024059","Premaster","Sustainable Innovation",6.799137575802
"75","4492484","Premaster","Sustainable Innovation",5.92364987789476
"76","4324600","Premaster","Sustainable Innovation",7.25992814915955
"77","4304572","Premaster","Sustainable Innovation",6.21033907534346
"78","4475774","Premaster","Sustainable Innovation",4.99716958413592
"79","4246273","Premaster","Sustainable Innovation",7.59223481972029
"80","4467771","Premaster","Sustainable Innovation",6.59069690724771
"81","4027018","Geen premaster","Sustainable Innovation",4.84073387348567
"82","4309138","Geen premaster","Sustainable Innovation",6.45012997326292
"83","4412670","Geen premaster","Sustainable Innovation",5.53364773986439
"84","4149520","Geen premaster","Sustainable Innovation",6.93696053283921
"85","4426656","Geen premaster","Sustainable Innovation",6.37179694863516
"86","4148018","Geen premaster","Sustainable Innovation",6.82067597411053
"87","4482506","Geen premaster","Sustainable Innovation",7.00467718474355
"88","4446887","Geen premaster","Sustainable Innovation",7.86062536785622
"89","4068710","Geen premaster","Sustainable Innovation",7.41336856514551
"90","4342044","Geen premaster","Sustainable Innovation",5.73090402539646
"91","4130990","Geen premaster","Sustainable Innovation",5.38170336537213
"92","4146904","Geen premaster","Sustainable Innovation",6.30003676877855
"93","4407456","Geen premaster","Sustainable Innovation",6.19233651147332
"94","4054260","Geen premaster","Sustainable Innovation",4.34515216133487
"95","4003316","Geen premaster","Sustainable Innovation",5.98622805844636
"96","4083360","Geen premaster","Sustainable Innovation",5.93510862587071
"97","4262330","Geen premaster","Sustainable Innovation",6.03087699014054
"98","4306471","Geen premaster","Sustainable Innovation",6.82025461740471
"99","4176702","Geen premaster","Sustainable Innovation",5.88452982083236
"100","4221058","Geen premaster","Sustainable Innovation",5.29545493230932
"101","4403061","Geen premaster","Sustainable Innovation",6.46672664218225
"102","4141211","Geen premaster","Sustainable Innovation",6.58207697899961
"103","4167464","Geen premaster","Sustainable Innovation",7.54352243222479
"104","4076227","Geen premaster","Sustainable Innovation",6.09782203349921
"105","4436451","Geen premaster","Sustainable Innovation",4.73385618041268
"106","4497181","Geen premaster","Sustainable Innovation",6.52340267366923
"107","4470353","Geen premaster","Sustainable Innovation",5.03999909637215
"108","4219341","Geen premaster","Sustainable Innovation",7.86956475130837
"109","4479423","Geen premaster","Sustainable Innovation",5.99516566684986
"110","4424841","Geen premaster","Sustainable Innovation",4.80888626561022
"111","4118226","Geen premaster","Sustainable Innovation",6.53268345193602
"112","4005468","Geen premaster","Sustainable Innovation",6.86570219516483
"113","4350286","Geen premaster","Sustainable Innovation",5.97359824987938
"114","4245623","Geen premaster","Sustainable Innovation",7.22343719549371
"115","4238318","Geen premaster","Sustainable Innovation",5.15974230501113
"116","4272044","Geen premaster","Sustainable Innovation",5.56182149841026
"117","4404456","Geen premaster","Sustainable Innovation",5.24453571524216
"118","4196073","Geen premaster","Sustainable Innovation",6.7982216216337
"119","4269479","Geen premaster","Sustainable Innovation",5.43615403645684
"120","4475891","Geen premaster","Sustainable Innovation",5.5145607190752
"121","4017033","Geen premaster","Sustainable Innovation",6.79496128630803
"122","4394165","Geen premaster","Sustainable Innovation",6.14472522854268
"123","4124153","Geen premaster","Sustainable Innovation",6.9260878596606
"124","4184545","Geen premaster","Sustainable Innovation",5.36171130454551
"125","4400261","Geen premaster","Sustainable Innovation",6.26911438321638
"126","4300534","Geen premaster","Sustainable Innovation",6.51901852296063
"127","4043352","Geen premaster","Sustainable Innovation",6.43454033479846
"128","4234557","Geen premaster","Sustainable Innovation",7.14573958589853
"129","4143975","Geen premaster","Sustainable Innovation",6.09109095243608
"130","4274262","Geen premaster","Sustainable Innovation",6.33340082530685
"131","4289948","Geen premaster","Sustainable Innovation",7.11232329751057
"132","4408799","Geen premaster","Sustainable Innovation",8.70108638567898
"133","4011337","Geen premaster","Sustainable Innovation",6.94591316151611
"134","4314398","Geen premaster","Sustainable Innovation",6.84159007052703
"135","4115564","Geen premaster","Sustainable Innovation",7.00250607912271
"136","4314901","Geen premaster","Sustainable Innovation",5.1617223991583
"137","4410591","Geen premaster","Sustainable Innovation",6.30619664814862
"138","4376024","Geen premaster","Sustainable Innovation",5.03978672141585
"139","4191126","Geen premaster","Sustainable Innovation",5.04888533967403
"140","4054436","Geen premaster","Sustainable Innovation",5.86113362334602
"141","4168060","Geen premaster","Sustainable Innovation",6.46978286604863
"142","4327039","Geen premaster","Sustainable Innovation",5.67424527891759
"143","4373981","Geen premaster","Sustainable Innovation",7.93085287325448
"144","4378923","Geen premaster","Sustainable Innovation",4.75395665703374
"145","4041368","Geen premaster","Sustainable Innovation",6.11417718786092
"146","4394661","Geen premaster","Sustainable Innovation",7.3257956667907
"147","4145369","Geen premaster","Sustainable Innovation",6.2048744686976
"148","4173527","Geen premaster","Sustainable Innovation",6.28753399596394
"149","4323538","Geen premaster","Sustainable Innovation",6.27020606711562
"150","4226491","Geen premaster","Sustainable Innovation",8.8943540460909
"151","4134926","Geen premaster","Sustainable Innovation",7.63634079345983
"152","4085873","Geen premaster","Sustainable Innovation",4.78514628647549
"153","4181063","Geen premaster","Sustainable Innovation",7.49244484102862
"154","4346298","Geen premaster","Sustainable Innovation",7.41213732419239
"155","4120076","Geen premaster","Sustainable Innovation",6.23336948722808
"156","4372650","Geen premaster","Sustainable Innovation",5.49467505164893
"157","4269871","Geen premaster","Sustainable Innovation",5.53319620452301
"158","4447069","Geen premaster","Sustainable Innovation",6.05093970459179
"159","4040285","Geen premaster","Sustainable Innovation",6.3871257663276
"160","4089448","Geen premaster","Sustainable Innovation",4.93181564064823
"161","4268271","Geen premaster","Sustainable Innovation",4.90991654589363
"162","4412976","Geen premaster","Sustainable Innovation",6.60526775648655
"163","4254525","Geen premaster","Sustainable Innovation",6.45537138335334
"164","4254222","Geen premaster","Sustainable Innovation",6.51445206354796
"165","4278184","Geen premaster","Sustainable Innovation",6.119766311484
"166","4468557","Geen premaster","Sustainable Innovation",5.69739049847634
"167","4464693","Geen premaster","Sustainable Innovation",8.04002199216537
"168","4477872","Geen premaster","Sustainable Innovation",7.38488590191358
"169","4154735","Geen premaster","Sustainable Innovation",7.60844700857523
"170","4485003","Geen premaster","Sustainable Innovation",5.34033936640683
"171","4215853","Geen premaster","Sustainable Innovation",6.78073818157762
"172","4296994","Geen premaster","Sustainable Innovation",4.73405538449461
"173","4459777","Geen premaster","Sustainable Innovation",7.49877970222373
"174","4368227","Geen premaster","Sustainable Innovation",7.30110106509036
"175","4006445","Geen premaster","Sustainable Innovation",6.32801449164485
"176","4194680","Geen premaster","Sustainable Innovation",6.00826718589442
"177","4344899","Geen premaster","Sustainable Innovation",7.36697174315581
"178","4315185","Geen premaster","Sustainable Innovation",6.03577393069804
"179","4311236","Geen premaster","Sustainable Innovation",6.82981361979425
"180","4465517","Geen premaster","Sustainable Innovation",5.35833936122734
"181","4098062","Geen premaster","Sustainable Innovation",4.78782327549403
"182","4117924","Geen premaster","Sustainable Innovation",6.54384344249373
"183","4276219","Geen premaster","Sustainable Innovation",6.19236683687207
"184","4296678","Geen premaster","Sustainable Innovation",5.99532006194777
"185","4012904","Geen premaster","Sustainable Innovation",5.34909957998154
"186","4208694","Geen premaster","Sustainable Innovation",6.52222789793429
"187","4415773","Geen premaster","Sustainable Innovation",4.36581172323604
"188","4147084","Geen premaster","Sustainable Innovation",5.28801507696224
"189","4321897","Geen premaster","Sustainable Innovation",6.92936418610816
"190","4280274","Geen premaster","Sustainable Innovation",6.48616659409169
"191","4426661","Geen premaster","Sustainable Innovation",6.60437569868939
"192","4141254","Geen premaster","Sustainable Innovation",6.63731669903979
"193","4068502","Geen premaster","Sustainable Innovation",6.6472924932965
"194","4357141","Geen premaster","Sustainable Innovation",5.08274160420521
"195","4062615","Geen premaster","Sustainable Innovation",5.61741971810404
"196","4308288","Geen premaster","Sustainable Innovation",4.50233888307544
"197","4176671","Geen premaster","Sustainable Innovation",6.22954823741185
"198","4495778","Geen premaster","Sustainable Innovation",6.15064489968909
"199","4035167","Geen premaster","Sustainable Innovation",5.83297953403515
"200","4240278","Geen premaster","Sustainable Innovation",6.95382663132991
"201","4182843","Geen premaster","Sustainable Innovation",5.68756236747541
"202","4055391","Geen premaster","Sustainable Innovation",7.46202052078524
"203","4256158","Geen premaster","Sustainable Innovation",6.39926238528172
"204","4455447","Geen premaster","Sustainable Innovation",7.02683014559693
"205","4209712","Geen premaster","Sustainable Innovation",7.01346942964496
"206","4044041","Geen premaster","Sustainable Innovation",6.77194730901658
"207","4305656","Geen premaster","Sustainable Innovation",6.05093066902555
"208","4006356","Geen premaster","Sustainable Innovation",6.8029193927244
"209","4243968","Geen premaster","Sustainable Innovation",7.03739092002439
"210","4418086","Geen premaster","Sustainable Innovation",4.1068924402798
"211","4467066","Geen premaster","Sustainable Innovation",5.82583949641877
"212","4459597","Geen premaster","Sustainable Innovation",6.51492821333233
"213","4258514","Geen premaster","Sustainable Innovation",6.90080955355306
"214","4179440","Geen premaster","Sustainable Innovation",6.39885894658839
"215","4072438","Geen premaster","Sustainable Innovation",6.95301643573044
"216","4411282","Geen premaster","Sustainable Innovation",5.77821450335315
"217","4219587","Geen premaster","Sustainable Innovation",6.21722686740258
"218","4204824","Geen premaster","Sustainable Innovation",6.58366056108799
"219","4420333","Geen premaster","Sustainable Innovation",5.11511031943869
"220","4016675","Geen premaster","Sustainable Innovation",7.14487203034288
"221","4485501","Geen premaster","Sustainable Innovation",5.90506954987326
"222","4051466","Geen premaster","Sustainable Innovation",6.12838797930862
"223","4335945","Geen premaster","Sustainable Innovation",7.78909599717754
"224","4162417","Geen premaster","Sustainable Innovation",6.6155283710919
"225","4317352","Geen premaster","Sustainable Innovation",5.89413012553409
"226","4422708","Geen premaster","Sustainable Innovation",6.44754751498912
"227","4323200","Geen premaster","Sustainable Innovation",5.77654828206125
"228","4112176","Geen premaster","Sustainable Innovation",6.61320062301843
"229","4026312","Geen premaster","Sustainable Innovation",6.63003923018976
"230","4226787","Geen premaster","Sustainable Innovation",5.87814673958097
"231","4119129","Premaster","Organizational Change Management",6.67418669703896
"232","4476406","Premaster","Organizational Change Management",6.04499519760505
"233","4133293","Premaster","Organizational Change Management",7.47122321182287
"234","4304196","Premaster","Organizational Change Management",5.79382476895373
"235","4197153","Premaster","Organizational Change Management",9.06749312337661
"236","4090492","Premaster","Organizational Change Management",8.4027821549637
"237","4094328","Premaster","Organizational Change Management",4.39247315233952
"238","4363115","Premaster","Organizational Change Management",5.82969552279451
"239","4072921","Premaster","Organizational Change Management",6.67920667797789
"240","4444847","Premaster","Organizational Change Management",6.25154293244206
"241","4308663","Premaster","Organizational Change Management",8.39141611444197
"242","4214167","Premaster","Organizational Change Management",5.31124026807366
"243","4012359","Premaster","Organizational Change Management",7.25779931162902
"244","4437113","Premaster","Organizational Change Management",6.19447985739785
"245","4189613","Premaster","Organizational Change Management",7.49083412121884
"246","4315494","Premaster","Organizational Change Management",7.16104099912781
"247","4389355","Premaster","Organizational Change Management",4.99436164166327
"248","4317436","Premaster","Organizational Change Management",6.34424863695912
"249","4025633","Premaster","Organizational Change Management",6.54812494048064
"250","4427981","Premaster","Organizational Change Management",7.02225458214475
"251","4406169","Premaster","Organizational Change Management",4.07368932952236
"252","4464979","Premaster","Organizational Change Management",5.87748165380464
"253","4199615","Premaster","Organizational Change Management",5.79631707223875
"254","4181843","Premaster","Organizational Change Management",5.89019540004157
"255","4220300","Premaster","Organizational Change Management",7.06767384883214
"256","4283247","Premaster","Organizational Change Management",4.28191202747596
"257","4194724","Premaster","Organizational Change Management",6.44573729292687
"258","4430843","Premaster","Organizational Change Management",5.96653823218257
"259","4356166","Premaster","Organizational Change Management",4.85069859726519
"260","4167500","Premaster","Organizational Change Management",7.27145354643856
"261","4207066","Premaster","Organizational Change Management",6.44878753137861
"262","4181137","Premaster","Organizational Change Management",6.570273810805
"263","4308987","Premaster","Organizational Change Management",6.47466159067827
"264","4418361","Premaster","Organizational Change Management",6.68756053065091
"265","4254135","Premaster","Organizational Change Management",5.96589992343246
"266","4278054","Premaster","Organizational Change Management",6.25462248790218
"267","4082715","Premaster","Organizational Change Management",5.44305760253964
"268","4268814","Premaster","Organizational Change Management",3.98425936960112
"269","4468870","Premaster","Organizational Change Management",6.70347280510634
"270","4351695","Premaster","Organizational Change Management",5.08517374943778
"271","4097985","Premaster","Organizational Change Management",6.21325192053832
"272","4220969","Premaster","Organizational Change Management",6.14054082122957
"273","4481277","Premaster","Organizational Change Management",5.73261435046511
"274","4317263","Premaster","Organizational Change Management",7.21844451701036
"275","4318538","Premaster","Organizational Change Management",4.11041627926127
"276","4375362","Premaster","Organizational Change Management",6.44513418076361
"277","4209405","Premaster","Organizational Change Management",6.76702837293401
"278","4229252","Premaster","Organizational Change Management",6.44273079050003
"279","4215618","Premaster","Organizational Change Management",5.65702874162741
"280","4267605","Premaster","Organizational Change Management",6.15802248106074
"281","4103951","Premaster","Organizational Change Management",5.02407888006811
"282","4173733","Premaster","Organizational Change Management",5.04414934336424
"283","4126145","Premaster","Organizational Change Management",6.84463441193725
"284","4127281","Premaster","Organizational Change Management",7.60219349611507
"285","4436357","Premaster","Organizational Change Management",6.8535433775878
"286","4042938","Premaster","Organizational Change Management",6.83064820366821
"287","4430508","Premaster","Organizational Change Management",6.27200265324295
"288","4210664","Premaster","Organizational Change Management",5.13029862060744
"289","4207990","Premaster","Organizational Change Management",7.47831970068396
"290","4254902","Premaster","Organizational Change Management",5.2548377260903
"291","4107517","Premaster","Organizational Change Management",5.87842629197112
"292","4038972","Premaster","Organizational Change Management",6.11772743758711
"293","4448273","Premaster","Organizational Change Management",6.12316496290574
"294","4308695","Premaster","Organizational Change Management",6.75883758312974
"295","4300295","Premaster","Organizational Change Management",4.43981372338786
"296","4450120","Premaster","Organizational Change Management",6.59880601580578
"297","4486668","Premaster","Organizational Change Management",6.4326361744532
"298","4182857","Premaster","Organizational Change Management",6.47347402185064
"299","4202078","Premaster","Organizational Change Management",6.7184283261695
"300","4176922","Premaster","Organizational Change Management",6.15733660283359
"301","4266502","Premaster","Organizational Change Management",7.26071707116833
"302","4212994","Premaster","Organizational Change Management",6.56067070042243
"303","4493473","Premaster","Organizational Change Management",5.59259154269297
"304","4024059","Premaster","Organizational Change Management",6.1360459388132
"305","4492484","Premaster","Organizational Change Management",3.90713365260972
"306","4324600","Premaster","Organizational Change Management",7.15045294692893
"307","4304572","Premaster","Organizational Change Management",5.29128777821288
"308","4475774","Premaster","Organizational Change Management",5.34772536366697
"309","4246273","Premaster","Organizational Change Management",6.62913623230994
"310","4467771","Premaster","Organizational Change Management",6.18104383713562
"311","4027018","Geen premaster","Organizational Change Management",8.15312327418477
"312","4309138","Geen premaster","Organizational Change Management",5.94753306431698
"313","4412670","Geen premaster","Organizational Change Management",8.4167197758225
"314","4149520","Geen premaster","Organizational Change Management",8.17229044158416
"315","4426656","Geen premaster","Organizational Change Management",7.22549209188825
"316","4148018","Geen premaster","Organizational Change Management",6.15355480818863
"317","4482506","Geen premaster","Organizational Change Management",8.50645952998966
"318","4446887","Geen premaster","Organizational Change Management",7.51874544891896
"319","4068710","Geen premaster","Organizational Change Management",6.57230855418066
"320","4342044","Geen premaster","Organizational Change Management",6.95206008030877
"321","4130990","Geen premaster","Organizational Change Management",6.45225261076172
"322","4146904","Geen premaster","Organizational Change Management",7.35627939988437
"323","4407456","Geen premaster","Organizational Change Management",6.34650297571697
"324","4054260","Geen premaster","Organizational Change Management",8.00161337119932
"325","4003316","Geen premaster","Organizational Change Management",7.53944623172909
"326","4083360","Geen premaster","Organizational Change Management",6.75023652303349
"327","4262330","Geen premaster","Organizational Change Management",5.96746233061124
"328","4306471","Geen premaster","Organizational Change Management",6.51816511810107
"329","4176702","Geen premaster","Organizational Change Management",7.4095857971229
"330","4221058","Geen premaster","Organizational Change Management",9.31748938076385
"331","4403061","Geen premaster","Organizational Change Management",8.83267629053252
"332","4141211","Geen premaster","Organizational Change Management",7.29886691149907
"333","4167464","Geen premaster","Organizational Change Management",7.15901612887709
"334","4076227","Geen premaster","Organizational Change Management",6.93136070451601
"335","4436451","Geen premaster","Organizational Change Management",6.83718669020854
"336","4497181","Geen premaster","Organizational Change Management",6.53887027800959
"337","4470353","Geen premaster","Organizational Change Management",8.63124784336508
"338","4219341","Geen premaster","Organizational Change Management",6.19362631300187
"339","4479423","Geen premaster","Organizational Change Management",5.36606483857885
"340","4424841","Geen premaster","Organizational Change Management",7.94933956032933
"341","4118226","Geen premaster","Organizational Change Management",7.51807078621592
"342","4005468","Geen premaster","Organizational Change Management",6.91223429392807
"343","4350286","Geen premaster","Organizational Change Management",7.07917277215551
"344","4245623","Geen premaster","Organizational Change Management",7.92580807258121
"345","4238318","Geen premaster","Organizational Change Management",7.05930878746156
"346","4272044","Geen premaster","Organizational Change Management",6.79099185296436
"347","4404456","Geen premaster","Organizational Change Management",5.92029200451232
"348","4196073","Geen premaster","Organizational Change Management",6.94474994331232
"349","4269479","Geen premaster","Organizational Change Management",7.60494237434621
"350","4475891","Geen premaster","Organizational Change Management",5.98389153217151
"351","4017033","Geen premaster","Organizational Change Management",8.52903527908745
"352","4394165","Geen premaster","Organizational Change Management",7.16947691879909
"353","4124153","Geen premaster","Organizational Change Management",6.66612854020331
"354","4184545","Geen premaster","Organizational Change Management",6.74286369760007
"355","4400261","Geen premaster","Organizational Change Management",8.98878371904248
"356","4300534","Geen premaster","Organizational Change Management",7.00361042888164
"357","4043352","Geen premaster","Organizational Change Management",5.89747301093207
"358","4234557","Geen premaster","Organizational Change Management",7.12864902367757
"359","4143975","Geen premaster","Organizational Change Management",5.78567060124576
"360","4274262","Geen premaster","Organizational Change Management",8.47600583517933
"361","4289948","Geen premaster","Organizational Change Management",7.05577758848376
"362","4408799","Geen premaster","Organizational Change Management",7.93350327010326
"363","4011337","Geen premaster","Organizational Change Management",6.53921034516363
"364","4314398","Geen premaster","Organizational Change Management",8.57053401088916
"365","4115564","Geen premaster","Organizational Change Management",5.52623082033092
"366","4314901","Geen premaster","Organizational Change Management",7.06956900620693
"367","4410591","Geen premaster","Organizational Change Management",6.60424521420408
"368","4376024","Geen premaster","Organizational Change Management",5.7135156946205
"369","4191126","Geen premaster","Organizational Change Management",5.54022656245853
"370","4054436","Geen premaster","Organizational Change Management",6.92536359430653
"371","4168060","Geen premaster","Organizational Change Management",5.70397691234584
"372","4327039","Geen premaster","Organizational Change Management",6.62022294251251
"373","4373981","Geen premaster","Organizational Change Management",7.64608317105345
"374","4378923","Geen premaster","Organizational Change Management",8.68535893551151
"375","4041368","Geen premaster","Organizational Change Management",6.58102831655636
"376","4394661","Geen premaster","Organizational Change Management",7.33469548272448
"377","4145369","Geen premaster","Organizational Change Management",6.8448756953092
"378","4173527","Geen premaster","Organizational Change Management",6.87311289092994
"379","4323538","Geen premaster","Organizational Change Management",6.3666934211543
"380","4226491","Geen premaster","Organizational Change Management",9.16525645634497
"381","4134926","Geen premaster","Organizational Change Management",8.77745797994814
"382","4085873","Geen premaster","Organizational Change Management",6.83835178897992
"383","4181063","Geen premaster","Organizational Change Management",6.77140364475101
"384","4346298","Geen premaster","Organizational Change Management",6.39655937398285
"385","4120076","Geen premaster","Organizational Change Management",7.27763535267809
"386","4372650","Geen premaster","Organizational Change Management",8.94317153078834
"387","4269871","Geen premaster","Organizational Change Management",6.884652522429
"388","4447069","Geen premaster","Organizational Change Management",8.72806839550307
"389","4040285","Geen premaster","Organizational Change Management",7.82446818789048
"390","4089448","Geen premaster","Organizational Change Management",7.28665737949405
"391","4268271","Geen premaster","Organizational Change Management",5.52310843342326
"392","4412976","Geen premaster","Organizational Change Management",7.57714491419629
"393","4254525","Geen premaster","Organizational Change Management",6.77330294372145
"394","4254222","Geen premaster","Organizational Change Management",6.16460098930081
"395","4278184","Geen premaster","Organizational Change Management",6.73695756380702
"396","4468557","Geen premaster","Organizational Change Management",7.49154775590397
"397","4464693","Geen premaster","Organizational Change Management",5.66125536986603
"398","4477872","Geen premaster","Organizational Change Management",6.87360761438412
"399","4154735","Geen premaster","Organizational Change Management",6.22181088288528
"400","4485003","Geen premaster","Organizational Change Management",7.96500954580865
"401","4215853","Geen premaster","Organizational Change Management",7.95509556772285
"402","4296994","Geen premaster","Organizational Change Management",8.54839844085645
"403","4459777","Geen premaster","Organizational Change Management",6.37826717060374
"404","4368227","Geen premaster","Organizational Change Management",7.7641017440135
"405","4006445","Geen premaster","Organizational Change Management",7.17298825393352
"406","4194680","Geen premaster","Organizational Change Management",7.67950289793236
"407","4344899","Geen premaster","Organizational Change Management",6.19465077444281
"408","4315185","Geen premaster","Organizational Change Management",7.55233948603731
"409","4311236","Geen premaster","Organizational Change Management",7.55838550580514
"410","4465517","Geen premaster","Organizational Change Management",6.11421502025201
"411","4098062","Geen premaster","Organizational Change Management",7.75527024799803
"412","4117924","Geen premaster","Organizational Change Management",6.6043957512006
"413","4276219","Geen premaster","Organizational Change Management",9.13178684605359
"414","4296678","Geen premaster","Organizational Change Management",8.38007311469038
"415","4012904","Geen premaster","Organizational Change Management",6.70440169968882
"416","4208694","Geen premaster","Organizational Change Management",7.66014738796888
"417","4415773","Geen premaster","Organizational Change Management",6.65212492714736
"418","4147084","Geen premaster","Organizational Change Management",6.21763346780478
"419","4321897","Geen premaster","Organizational Change Management",5.22329569243962
"420","4280274","Geen premaster","Organizational Change Management",7.86915884112429
"421","4426661","Geen premaster","Organizational Change Management",9.29566423425965
"422","4141254","Geen premaster","Organizational Change Management",7.08628391146458
"423","4068502","Geen premaster","Organizational Change Management",7.61410551021378
"424","4357141","Geen premaster","Organizational Change Management",6.26003306101884
"425","4062615","Geen premaster","Organizational Change Management",5.81323466476205
"426","4308288","Geen premaster","Organizational Change Management",6.1442184926054
"427","4176671","Geen premaster","Organizational Change Management",7.16926384612004
"428","4495778","Geen premaster","Organizational Change Management",6.81897433310079
"429","4035167","Geen premaster","Organizational Change Management",7.555654678206
"430","4240278","Geen premaster","Organizational Change Management",6.13832841336096
"431","4182843","Geen premaster","Organizational Change Management",8.31734552755264
"432","4055391","Geen premaster","Organizational Change Management",6.68109441013402
"433","4256158","Geen premaster","Organizational Change Management",7.01818839662579
"434","4455447","Geen premaster","Organizational Change Management",7.17986554507462
"435","4209712","Geen premaster","Organizational Change Management",7.65750688860741
"436","4044041","Geen premaster","Organizational Change Management",7.52065859626045
"437","4305656","Geen premaster","Organizational Change Management",7.17934598144856
"438","4006356","Geen premaster","Organizational Change Management",6.4750271008592
"439","4243968","Geen premaster","Organizational Change Management",6.01290037910505
"440","4418086","Geen premaster","Organizational Change Management",6.87768796272055
"441","4467066","Geen premaster","Organizational Change Management",5.1196851722284
"442","4459597","Geen premaster","Organizational Change Management",6.29666885741839
"443","4258514","Geen premaster","Organizational Change Management",7.5635364689591
"444","4179440","Geen premaster","Organizational Change Management",6.07180591258255
"445","4072438","Geen premaster","Organizational Change Management",6.50981252068998
"446","4411282","Geen premaster","Organizational Change Management",5.27108824503509
"447","4219587","Geen premaster","Organizational Change Management",7.63330437122953
"448","4204824","Geen premaster","Organizational Change Management",7.29823461813165
"449","4420333","Geen premaster","Organizational Change Management",7.62090444107034
"450","4016675","Geen premaster","Organizational Change Management",7.62679200096804
"451","4485501","Geen premaster","Organizational Change Management",8.50096783592747
"452","4051466","Geen premaster","Organizational Change Management",7.59571618052158
"453","4335945","Geen premaster","Organizational Change Management",7.39067948563609
